,Proportion_Western,Mean_Western,Std_Western,Proportion_Nonwestern,Mean_Nonwestern,Std_Nonwestern,FC(Western_vs_Nonwestern),M.W.W. qvalue,Significant
Streptococcus pasteurianus,0.04914436156208864,3.474552670825177e-08,5.828387708890793e-07,0.0945273631840796,8.238999332791927e-07,1.4912119641370482e-05,0.042172022723635356,5.57449557685023e-05,True
Streptococcus salivarius,0.8310662571303203,6.256836292554381e-07,3.2406525741801616e-06,0.7910447761194029,3.5891981877973487e-07,9.819910274194478e-07,1.7432406808368899,0.44598064508975577,False
Streptococcus salivarius 2,0.02457218078104432,7.080279559148476e-09,1.369577228155099e-07,0.014925373134328358,1.1799825529883283e-08,1.629005346715203e-07,0.6000325632965956,0.13133217022693305,False
Streptococcus sanguinis,0.26371215445370777,1.0769482364609935e-08,5.958831600243985e-08,0.20398009950248755,9.000509251145186e-09,3.7300485876416814e-08,1.1965414471675224,0.007731404889600808,True
Streptococcus sp. I-P16,0.2882843352347521,2.713293382476032e-08,2.5827722755543366e-07,0.11276948590381426,5.4967314902841325e-09,4.9645717978595606e-08,4.936194149690544,2.6969410606966126e-19,True
Streptococcus sp. UBA632,0.0035103115401491883,2.4195942743372623e-10,6.2017746451228596e-09,0.07131011608623548,2.360481805292869e-08,1.9509632350818882e-07,0.010250425438195907,7.814442951285468e-29,True
Streptococcus thermophilus,0.4383501535761299,2.5030260314445006e-07,1.6218213214347496e-06,0.15920398009950248,1.1866040430164529e-08,8.046203511477969e-08,21.09402918501429,4.217139961487609e-39,True
Streptococcus vestibularis,0.26897762176393153,3.356028901331842e-08,2.3766410948587724e-07,0.1824212271973466,3.0897353456025464e-08,5.319458212363339e-07,1.0861865260104873,9.874224593283283e-06,True
Subdoligranulum sp. CAG:314,0.1636682755594559,1.9443062617767117e-07,1.0011537968346294e-06,0.01990049751243781,1.2653704126195889e-08,2.0939486629981474e-07,15.365510702526855,2.1438690468491365e-20,True
Succinatimonas hippei,0.02150065818341378,3.5566548508415976e-09,5.996443354248777e-08,0.003316749585406302,8.452109035446103e-12,2.075504823643708e-10,420.8008718209676,0.0015722620793725095,True
Succinatimonas sp. CAG:777,0.025010969723562967,1.4747425961513415e-07,2.9888283302259623e-06,0.7512437810945274,1.3375238525063036e-05,2.9652079028053402e-05,0.011025916236094871,0.0,True
Sutterella parvirubra,0.016673979815708645,9.941638198436107e-09,1.3657260234485448e-07,0.014925373134328358,2.0453962083750035e-09,3.3237278022468275e-08,4.860495075589484,0.628616874904492,False
Sutterella sp. CAG:521,0.03905221588415972,3.7935945548849724e-08,3.8484498370464345e-07,0.01990049751243781,1.0867267279712853e-08,1.0842192346097534e-07,3.4908449909637365,0.019881419446484774,True
Sutterella wadsworthensis 1,0.33260201842913556,4.7488033059593454e-07,1.6899485990169194e-06,0.5058043117744611,2.938965124702553e-07,1.1505703056332552e-06,1.6158079815390674,3.343737950343666e-07,True
Sutterella wadsworthensis 2,0.22992540587977184,3.7404232590014154e-07,1.7667978780039695e-06,0.40298507462686567,7.461558183136614e-07,2.733630964683314e-06,0.5012925138686052,5.933348890862987e-16,True
Tissierellia bacterium S7-1-4,0.010530934620447565,1.4364899355567348e-09,3.672279962178011e-08,0.004975124378109453,1.4704116187927e-10,2.567344364238274e-09,9.769304847687364,0.13369635569885055,False
Treponema succinifaciens,0.0017551557700745941,5.26633968401432e-09,1.9847226354824534e-07,0.19734660033167495,1.4409964966898586e-06,7.856669960703358e-06,0.003654651275080635,2.704684972040936e-98,True
Turicibacter sanguinis 1,0.19569986836331724,1.9792968203481746e-08,1.4342039381434975e-07,0.23548922056384744,2.6995180664289965e-08,1.4062560847502882e-07,0.733203768836579,0.04242652349201077,True
Turicibacter sanguinis 2,0.31329530495831504,3.727208086375854e-08,2.4744842935362003e-07,0.38971807628524047,7.544117039627809e-08,3.1475073399871124e-07,0.49405491282777564,1.4703532421991335e-05,True
Turicimonas muris,0.03729706011408512,5.239771967004801e-09,7.975285015608845e-08,0.009950248756218905,4.597552808976174e-09,1.0985799958827349e-07,1.1396871737448606,0.0004889027192291986,True
Tyzzerella nexilis,0.1763931548924967,2.15534691980457e-07,1.9396116007437705e-06,0.07296849087893864,1.4867755517814315e-08,1.326200518502454e-07,14.49678747556796,8.750919331848693e-11,True
Veillonella atypica,0.3045195261079421,9.923385671794157e-08,9.098947761119457e-07,0.29850746268656714,3.9617474205189293e-08,1.6997029487198102e-07,2.504800184988659,0.8173733256014317,False
Veillonella dispar,0.4278192189556823,1.0390159052772642e-07,1.030245109025095e-06,0.43283582089552236,5.695876362309239e-08,2.106082909602566e-07,1.8241545974428828,0.279760031670163,False
Veillonella magna,0.0026327336551118913,1.62762151695384e-10,4.929536799203561e-09,0.003316749585406302,1.03092470900099e-08,2.5315447273239163e-07,0.015787976587844855,0.8190204928960626,False
Veillonella parvula,0.46994295743747255,1.968874314789318e-07,2.0131399609660444e-06,0.48092868988391374,1.3548774562429523e-07,7.274147459248262e-07,1.4531751972971536,0.33130919095265315,False
Veillonella seminalis,0.00043878894251864854,0.0,0.0,0.003316749585406302,1.3309812061785408e-07,3.268365211591096e-06,0.0,0.06662503906757934,False
Veillonella sp. CAG:933,0.004387889425186486,7.113784207756027e-08,1.797889836612226e-06,0.003316749585406302,1.583075140464239e-08,3.887408546724397e-07,4.493649117419594,0.4290437668777974,False
Veillonella sp. oral taxon 158,0.3734093900833699,4.6260458767722075e-08,3.777262751722506e-07,0.3548922056384743,4.0312961715046575e-08,1.806354975677499e-07,1.147533120853674,0.9146458367561542,False
Veillonella tobetsuensis,0.10355419043440105,1.170454326163474e-08,1.7253262151138616e-07,0.17081260364842454,1.4928171407273414e-08,7.241741347056622e-08,0.7840574000866554,3.824998714506976e-06,True
Verrucomicrobia bacterium CAG:312_58_20,0.018867924528301886,6.661561998707217e-09,1.6712988902264708e-07,0.009950248756218905,8.662633465613763e-11,1.0735531167373384e-09,76.89996379449991,0.09634014090892869,False
Weissella cibaria,0.035980693286529176,1.0478521320068204e-09,8.791214706937688e-09,0.12106135986733002,2.8830661125208284e-08,5.65670859163665e-07,0.03634506081758298,6.313526498992907e-16,True
Weissella confusa,0.055287406757349715,3.813436650062246e-09,4.266014596810835e-08,0.40630182421227196,1.5676710270287216e-07,1.8608360958811165e-06,0.024325490388694793,3.373424433363463e-118,True
[Clostridium] hiranonis,0.006581834137779728,2.775422735040817e-09,7.006056113726771e-08,0.001658374792703151,0.0,0.0,inf,0.06826238550582471,False
[Staphylococcus] sp. CAG:324,0.13602457218078104,1.8982313395138566e-07,1.2746645051472818e-06,0.003316749585406302,3.1961453533177285e-11,7.848473168125956e-10,5939.127072376153,1.1306218040844337e-20,True
bacterium LF-3 / Coprobacillus sp. CAG:235,0.7472575691092584,5.895491313081428e-07,1.2395571892496701e-06,0.5190713101160862,1.389612034948174e-07,4.5431740360621567e-07,4.242544800140064,3.8110409289279654e-52,True
bacterium OL-1,0.06669591926283458,2.250290791824998e-08,2.2638427291305237e-07,0.0779436152570481,9.673235263733042e-08,1.5180654875198285e-06,0.23263062775510102,0.40827645996573686,False
butyrate-producing bacterium SS3/4 - Clostridium sp. CAG:81,0.8104431768319439,3.3055827462791283e-07,5.976182891174264e-07,0.8872305140961857,2.3939304703027255e-07,3.8133421067024347e-07,1.380818193045147,0.23501179465466296,False
