,CRC,adenoma,NAFLD,CD,IGT,T2D,ACVD,LC,RA,T1D,VKH,SPA,ME_CFS,melanoma,NSCLC,RCC
Clostridium spiroforme,-0.00036196766665243474,-0.0006939960480412313,0.0036959503726774388,-0.00029257110138115834,0.0005962765640498723,-0.00047869008114202174,-0.0004655240995767122,0.0010718427521268338,-0.00019099882641759145,0.0012342713815787609,-0.0035506635162671912,0.0002768690932997017,0.0009237537836507002,0.004709715648421805,0.0024039778841486825,-0.00038988989026183694
Clostridium symbiosum,0.010254450332251728,0.003630327460066403,0.000547562745596387,0.011503960520253232,0.00024562198287646,0.00926904127144445,0.006188373773117972,0.008891013800144574,-0.0005957745364714723,0.001207617611174275,0.00011553251846853929,-0.0013942682954184884,0.0026276045125253815,0.007223104276596489,0.001177440804270977,0.0067813002002036805
Colibacter massiliensis,2.1222115071347533e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.991204618469861e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00023290246248656245,3.758454448450864e-05
Collinsella aerofaciens,0.0054932253802323335,0.0009174356792450857,0.0012425940810058933,-0.010155940518778972,0.00045970068777457417,-0.001112996014632097,0.000424441027938755,-0.0019267259123708982,-0.002212757834281413,-0.0007176658486564388,-0.0072638442016682275,-0.0014156576034996483,-0.004980545783574969,-0.0017945840566928452,-0.006261396294598153,-0.010071675786136668
Collinsella bouchesdurhonensis,0.00048729428981284304,0.0007339396136756147,0.0004878184927734447,-7.008085989685724e-05,0.0004184622841457033,-0.00027357116491342397,-0.00025578447971572765,-0.000304110241289118,-0.00033830008726135855,-0.00018784806126150984,0.0,-0.0003006456507987612,-0.0001537321480075777,8.723218892281616e-05,0.0002380767568340471,-0.0001468638587384979
Collinsella intestinalis,-9.342118884223043e-05,-0.0002620323973897295,-0.00024237763615390118,-0.00034928804222866713,-2.9026322112108277e-05,-0.0002023361733582662,0.0002511089431453105,0.00011339085386420956,-0.00018994694438023138,-4.765070158712178e-05,-0.0005634698271579179,0.0002994804224180084,0.0,0.00011525087483552528,-0.00037481888837491195,-0.00013883348513425977
Collinsella stercoris,-7.439445569859392e-05,-5.898206439528466e-05,-3.275025099401242e-05,0.0,0.0,-3.2264995920879404e-05,0.0,9.904980636147318e-05,0.0,-4.583895155797211e-05,-2.6931990589017176e-05,-5.4603135057001314e-05,-5.354787612313573e-05,-4.4633955968411186e-05,-0.00010633377562661898,-1.9119041818051613e-05
Collinsella tanakaei,0.00014219405883391897,0.00012627192457123783,-0.00014694279933843738,0.0002073204355454918,0.0,0.00012671541039387167,0.00013651366836544675,-0.00013480271553413555,-7.175339355433216e-05,0.0,-6.555323478644685e-05,0.0001250048979824626,0.0,8.301112663419115e-05,-0.00012890518859093861,-1.5902979485225164e-05
Comamonas kerstersii,-7.690509560579541e-05,-0.0002765829254657769,-0.00034415501329358765,0.0,-0.0001709232550769347,-0.0003021899062020041,-0.00014630231315755277,9.269129536015282e-05,-0.0005252015298024781,0.0,0.0002202284790854266,0.00014192649251603122,5.344518976393982e-05,0.0,-1.1689567460329019e-05,-6.0072274599615165e-05
Coprobacillus cateniformis,-0.00025788567940713837,-0.0004991349293322279,0.0028694462452592147,-0.00021399800944152836,8.980320946237447e-05,0.0019945779518803133,0.002056552748945717,0.0010901630233580801,0.0003703772601172917,0.00031665100447911135,-0.00011955975944674805,0.00018297259734331101,-0.00030524773364280934,0.0002497026255809712,0.0008861068299450519,0.0002674878226447923
Coprobacillus sp. 8_1_38FAA / Clostridium sp. 2789STDY5608874,-0.00024686856408482775,-0.0007337186506680741,-0.00027788369779951526,-2.7824430506668695e-05,0.0009382594040261285,-0.00044413270823675355,0.0003295961144159887,-0.00019619979923888076,0.0008524943879593733,0.0006216549739678068,-0.0002659656120904508,-0.0002725387517047948,-0.0001465795057966394,0.0002298396555676108,-0.0004520785412568058,-0.00023355092185871503
Coprobacillus sp. CAG:605,-2.6982554094189602e-05,0.0,1.3838622953791611e-05,0.0,4.4441168909257915e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coprobacillus sp. CAG:698,2.918663987442979e-05,0.0,0.0,0.0,0.0,0.0,0.0,-1.4834966514628087e-05,0.0,0.0,0.0,0.0,0.0,0.0,-1.1313720682347477e-05,0.0
Coprobacillus sp. CAG:826,8.402925842588762e-06,0.0,0.0,0.0,0.0,-7.974209237978147e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2351573542465707e-05,-1.6938153555841273e-05
Coprobacter fastidiosus,0.00028647829344996697,0.00047918741934548944,-0.0004277643570847733,-0.0006575209093081673,0.0006563876626968552,-0.0004385123766174854,-0.000848220306558803,0.00036251887084961756,-0.00025666692800764763,0.002772776725697004,-0.00015816402978323013,0.0013300939188267697,0.00016102809195224838,-0.00012195569994339389,0.0004733894669541814,0.0016838608974991615
Coprobacter secundus == Gabonia massiliensis,-0.00022462107316306473,0.0003599605485180346,0.0002447060396897897,-0.0002175043440989771,-0.0001176344168194234,-0.0002488805212987545,-0.0006326429604720153,0.001199909631800289,-0.00042865971625001916,0.0009268657344526538,-0.001399054387979668,-0.0006349290801563303,-0.0007235475631589389,-0.0001417374428738064,0.0008736400344185215,0.000435635216292261
Coprococcus catus,0.0017697848065760336,0.0006006245389140716,0.0008617756156131345,-0.002669086650034447,0.007800295349913803,-0.002160370110929409,-0.0002057738683083636,-0.002747050077518558,0.0015015948462077644,0.004933029017727992,-0.007524528535395395,0.0006396432954416917,-0.0036131882480049367,0.0006753145464383585,-0.0007584939514185062,-0.0005841716517172156
Coprococcus comes,0.0006363850601787936,-0.0012446676550480764,0.005363340603404546,-0.006920095386223138,0.005857653628756544,0.0007470545907457723,-0.0005945315991701828,-0.007980453206101929,0.0006258637232970332,0.002368290899201631,-0.000930026583998606,-0.0027019319311783327,-0.0019996782357915234,0.0014491052773762307,-0.0015142479442504515,-0.001510029678925017
Coprococcus eutactus 1,-0.00034748211944492295,-2.8167445129730886e-05,-5.685828232555098e-05,0.0,0.0002660912748304129,9.763576195460744e-05,-0.00015675371959091266,-3.5202225558588035e-05,-0.0001574232234157716,0.0008253396758438699,7.348034399027976e-05,0.0,5.492814211385636e-05,-0.0001264741310485928,-8.239236993776665e-05,0.0
Coprococcus eutactus 2,-0.00040672947732920463,-0.0019670351407200244,-0.0002492873044877604,-0.00046076506018671187,0.0002581410583207198,-0.0013768511107966205,-0.0008440303095645237,0.000330081461162919,0.0016682346679631214,0.0003120618724892138,0.00011448356058757187,0.00021975394168743275,0.0007810333037756635,-0.00020050515152210955,-0.00019499399673698095,0.003298443279584009
Coprococcus sp. 2789STDY5608819 / Clostridium sp. CAG:264,-0.00013576710908277107,-0.00016379692184523853,-0.0002841274597312723,-7.870117532202635e-05,0.0004318799182748052,0.00043578502315060806,0.0010022270552117627,-0.00014085285467349976,0.0004495129496864513,-0.00028591087699794037,-0.0003183720206280705,0.00022510633850848785,-0.0006890074749692072,-0.00036801553693742754,0.00022962890732454954,0.00023211948693167516
Coprococcus sp. CAG:782,-0.00024930452466763166,0.0,-8.026384256865494e-05,-6.19754313789564e-05,-2.901634020416131e-05,-5.775149208782169e-05,-9.995594307654107e-05,-0.0001309922576425262,-1.2271445949837423e-05,-0.00010559194042013498,-2.465157406514518e-05,-6.535447369005593e-05,0.0,0.0,0.0,-3.0100363218508794e-05
Coprococcus sp. HPP0074 & HPP0048 / Lachnospiraceae bacterium 9_1_43BFAA & 6_1_37FAA,0.0006797805790037846,0.0005973367867976389,0.004639449224842659,0.004361857421223366,0.0002232675046119092,0.0002535557567527473,0.003887115153022605,0.0005686111580970782,0.0018175565173158368,0.00013524880305691885,6.228970716782399e-05,0.00033785655342997344,0.000893336785059505,0.0001753391781080415,0.00041354507763487045,0.00015777671366456398
Coraliomargarita sp. CAG:312,6.688952683598104e-05,-0.00012903148611174387,-0.0001282982249241769,-4.903544956136602e-05,-0.00023187360448859547,-5.532284344426034e-05,-5.73938733577875e-05,0.0,-2.8250923350363622e-05,0.000145805667078096,-0.00010296293688855463,-0.0002275277044049331,-7.609672674346591e-05,-0.0001724362225387834,7.723801816465943e-05,0.00029431829034543607
Corallococcus sp. CAG:1435,2.1468614746898862e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0329607029926826e-05,0.0,0.0,0.00018444637712372762,0.0,0.0,-2.133063580961104e-05
Cryptobacterium sp. CAG:338,0.00024045595804816092,0.0003330904896229398,0.0002712909240304801,-0.0008585341941169866,-8.88673494804784e-05,-0.00025044410970892435,-0.0002736915919230229,-0.0008571973672521694,0.0012618916870573943,-0.0009029123792583137,-0.0004785717449643925,0.0005452168460514909,0.0,0.0,0.000711874085565536,-0.0001826505525288034
Culturomica massiliensis,3.955679328221741e-05,-5.6354541005465466e-05,-3.424556213336411e-05,-8.714571371375663e-05,0.0,0.00021030639824869097,0.00033704865782999214,-5.7361101025913745e-05,-2.365579092861364e-05,0.0,-3.5925574031087874e-05,-0.00039826845356184646,0.0,0.0,-4.845039018879538e-05,0.0
Dakarella massiliensis,9.401878228047006e-05,-0.00031437897854204604,0.00010295475477751722,0.0,0.0,6.0621817758933256e-05,-1.6220781918117382e-05,0.000111952472881246,-7.98003773796055e-05,-0.0004935251897299045,0.0,-0.00010719903064296125,7.950596508984485e-05,-0.00010083422092029142,-0.00021497363662378364,-0.00012845109847382227
Desulfovibrio desulfuricans,-2.5008946412476554e-05,0.0,0.0,0.0,0.0,0.0,-8.627720830729659e-06,-1.6765968575144835e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1708247318110424e-05
Desulfovibrio fairfieldensis,-0.0001269228579659398,-0.0004313417722591264,-0.00021585240362663333,-5.030351219668021e-05,-5.416370315249386e-05,0.00010942790540321373,0.00013022885013058504,-9.159385011541786e-05,-6.859621817742489e-05,0.0,0.0,-0.0003753394297421076,5.7738152940348444e-05,-7.354144755938432e-05,0.00016569857416802246,0.0002974939723808248
Desulfovibrio piger,0.0004432936283406653,0.0002636762232112295,-0.00027315080465887257,0.00042829452261513613,-0.00031079873941974726,0.0008151012048133265,0.00025922450866992753,-0.000442579003854061,0.0003856443839322799,-0.00020399323273771812,-5.2100957104897004e-05,0.0009798719731050362,-0.001742785800163468,-0.0007707519340483068,0.0004979750698903355,0.00029064091656866786
Desulfovibrio sp. 92-2,-5.994157422930144e-05,0.0,4.784018453589517e-05,3.2748320468849685e-05,0.0,4.0928840893108825e-05,-3.9391737087500705e-05,2.3617450006119378e-05,0.0,0.0,2.30877165123077e-05,2.5520019667672e-05,0.0,0.0,0.0,0.0
Desulfovibrio sp. An276,0.0,0.0,0.0,0.0,0.0,7.089798561742677e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5016451175751956e-05,0.0
Desulfovibrio sp. Zagget14,5.265829101177419e-05,3.416226325730165e-05,-1.1309881152837911e-05,0.0,0.0,-5.986567426082254e-05,2.089580660356292e-05,8.586050145219449e-05,0.0,0.0,2.369033144225649e-05,0.0,0.0,0.0,3.455051821573044e-05,0.0
Dialister invisus,-0.00037685641063171874,0.0004311791172638478,0.0038258407741905546,-9.891359531006887e-05,0.009497164326394277,-0.0006653014873380451,-0.0008226638636032902,0.0018526030441087754,-0.0005275126712257844,0.0062413942683082115,-0.0002450504713255471,-0.0005201730066611651,0.007569685472966366,0.00045137925892182665,0.0008499846725451968,0.0005284934067674061
Dialister pneumosintes,0.009513748338151719,0.0,7.136905110994497e-05,8.027765575452714e-05,-3.890430927752707e-05,5.813267795135703e-05,0.0001341093444936598,0.0006435034270576268,0.00014595734026466302,-4.8955912418215026e-05,0.0,2.594757542728904e-05,0.0,-6.843501863555342e-05,0.0,8.969322889500666e-05
Dialister sp. CAG:357,-0.0004940678899015666,-0.0039093157784199336,0.0026824972931849566,-0.000775215928303552,-7.517095171245086e-05,0.0017810577314311727,0.00029139354376147067,-0.00033857606193906937,0.00020454048188572635,-0.0007693897814673419,0.000291877031666618,0.0003537703810584571,0.0006674378846452761,-7.847061486823079e-05,-0.0006125326769279084,-0.0006054436354412994
Dialister sp. CAG:486,-0.0003448781738561866,-0.00013044898509366584,-0.0007092020263611628,0.0,-0.00022991690837947175,-0.005243628401320668,-0.0005473331786885233,-0.00035045970243336144,-0.0008786607573686848,-0.00011482481206334709,-0.00041347464620338685,-0.00014074157799406857,-0.0004127567715596966,-9.854561659374495e-05,-5.2257990892876606e-05,-0.0002931709977020044
Dialister succinatiphilus,0.00011466707447069937,0.00015288530633729376,-2.8483758571024732e-05,0.0,0.0,-3.1571617633143183e-05,-1.3919310981318967e-05,1.7610276043642042e-05,8.276144930479319e-05,6.88190983559605e-05,0.0,-2.146442203765344e-05,0.0,-6.618288578121282e-05,0.0,5.8987000893891016e-05
Dielma fastidiosa,-0.0004612599699073989,-0.000513339599734624,0.0006575774376665812,0.0002907186029366704,0.0009741980584432875,0.001528606897701474,0.00030657795221906194,0.00178516535698319,-0.0003637520028477316,0.00018082495850784642,-0.000498296524383933,-0.0006275330084832796,-0.00024846981280193234,0.0026973600297105936,0.00043982378747353386,0.001168285367045821
Dorea formicigenerans,0.0014574915241707224,-0.004022523813187812,0.0009003377846315363,-0.007548508090411053,0.011715788413982844,0.001646949133046504,0.0007794455968261118,-0.00408045544368675,-0.0006853976951909229,-0.0008231832093352243,-0.022269263210808653,-0.0015144835886556488,-0.01945110315504078,-0.0008084709397508501,-0.0020510224560510333,-0.009633560052480184
Dorea longicatena 1,0.0009145196272703061,-0.003134583321132088,0.005920399644428542,-0.008302139980612515,0.005770981549802402,-0.003602250246552638,-0.011926603728657278,-0.007459466026028957,-0.0005294418881665174,0.0011659856443775203,-0.003294044213790393,-0.002413250076095815,-0.0027528781828829747,0.0024470427885664994,-0.0006049870232690687,0.001189315781623841
Dorea longicatena 2,0.0005662725615512076,-0.005447002916861065,-0.0007157919551021811,-0.0031371325596314297,-0.0011548421094210708,-0.0008413486843291575,0.0006989301030242821,-0.0027532731023942442,0.0011366663112353436,-0.0029718110071781318,-0.0006578957813040279,0.0018899165320988788,-0.015656519929850763,-0.001163344196732719,-0.008157021967524311,-0.004739336412067754
Dorea sp. CAG:105,0.0005946106499846453,-0.0004161247552267316,0.002042123718741024,-0.0009704961846283214,0.005359355584989897,0.0021978228521666605,-0.00023608606866886925,-0.00047454315963343376,0.0026010012987522702,0.006685298248975219,-0.001037916584049125,-0.00021295544381112134,-0.0006845490283522107,0.0007189056554167124,-0.0023642181085169614,-0.0005843895516400762
Dorea sp. CAG:317,-0.00044354136590645015,-0.0018543138366768628,0.004722350627730732,-0.0003694783563102018,-0.00013547978773185534,-0.0003508766284947281,-6.268979455920247e-05,-0.0003367735190858663,-0.0007454929013274258,-0.0003370822715918648,-0.00019829244834069528,-0.000894230627555294,0.005132401575493024,0.012435059646555698,0.0007696603419878905,-0.0001562978657180377
Drancourtella sp. An12 & An57,2.3439872509639134e-05,0.0,0.00023516739306478216,0.0,0.0,3.782102531712181e-05,0.0,8.820384509894899e-06,0.0,0.0,0.0,0.0,0.00018067977140794622,3.121209542318609e-05,1.5140489881871661e-05,0.0001837744021307214
Duodenibacillus massiliensis,-0.00021995609591102816,0.0001532212003707961,0.0002475656849987841,0.0,-0.00020434123862775325,-0.00013483563347119884,-0.00015734780202934342,6.264852668279438e-05,-0.0006074861032328161,-0.0001875386522754455,-0.00017519098976396147,-0.00014591909726796817,0.0,0.0,-0.00016976926367669138,-3.7112582110878854e-05
Eggerthella lenta,0.004067248317143953,0.0009674648520652171,0.000595511719383158,0.0003964356593821433,0.001483037031617946,0.002560757215537236,0.012890116334463783,-0.0018048841079904754,0.005572920946539376,0.004594033022852933,-0.0006298099764649815,0.0013131209825991562,-0.0006551409565007292,0.008132521936654235,0.0005225882522162577,-0.0009541786112264261
Eggerthella sp. 51_9 & CAG:209,0.00034747408197802985,0.00022829963602245717,-0.00044704154384429356,-0.00010365951230299413,0.005536816425717414,-0.00065394810976486,-0.002641244703509776,-0.003093664310733544,-0.009179305183431892,-0.002064209111351371,-0.0029369377742172647,-0.0033044614476967745,0.00012248595091575093,0.00026027108588140953,0.0003453894013599157,-0.0002765317787578928
Eggerthella sp. CAG:1427,-1.3666435029090841e-05,6.246232717148652e-05,0.0,0.0,0.0001331708873113106,-2.0569667544794357e-05,0.00010921095363441963,-1.9903449160534066e-05,5.019460179015334e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00010324943179936948
Eggerthella sp. CAG:298,-0.00018332829123683108,-0.000996881807341685,-0.0003990652059402401,-0.0004831887408961702,-0.0005285236272021134,-0.0006215952314629279,-0.0004118030401140773,-0.001507650310690028,0.0005578234919911408,-0.0004524499386298397,-0.002823048306976821,-0.0024057707798392203,-0.0007786778236677976,0.0007145227983773477,-0.0008224509697348128,0.000972353210846275
Eggerthella sp. CAG:368,-8.11936908395402e-05,1.9903451068895782e-05,3.8231767119351366e-05,0.0,0.0010487316160643113,4.1841962311083895e-05,-2.0602039945811392e-05,9.820186549268244e-05,-3.577853392675386e-05,-4.179019638731359e-05,0.0,-2.1702028883007138e-05,0.0,0.0,0.0003375365305702549,-2.7338665386883804e-05
Eisenbergiella tayi,0.005548209975519307,0.001395488418046477,0.002047967086337837,0.000312668878094159,0.004187816301362984,0.0008236170246814543,0.000641184205479701,0.00028159674041452695,0.0029900655390978953,0.0007066970968147411,-0.0005472917818779812,-0.0030784887998991997,0.01246729825219977,0.010306647286613187,0.012256982889178442,0.018701967358855227
Emergencia timonensis,0.00017537302590595402,-0.00015484308654553126,-8.108896754930301e-05,-4.293262055761509e-05,8.786117218998085e-05,0.0022999214597913082,0.0006084081004903009,-8.697678640735299e-05,9.083098144609419e-05,-0.00032189150583646455,7.855851932355466e-05,-0.00017689062807799477,-4.625181190073235e-05,0.001853532782544879,-0.00032202689429526035,-0.00026633746017631286
Enorma massiliensis,8.52158020135788e-05,-5.8127474823617966e-05,7.842926799761439e-05,9.936176953382734e-05,0.0,9.519100333644174e-05,0.00015448518537635673,-0.00013552511152356453,-0.0002165052234086125,0.0002674825212777328,-0.0001020578962469805,0.00013387393418706544,0.0,0.0,0.0017882539235048287,0.0003099567213675938
Enterobacter asburiae,5.7684255549171266e-05,0.00024588665067397597,2.7024034438194966e-05,0.0,0.0,-0.0001468061494916346,-2.2509255445281017e-05,8.146698246514286e-06,0.0009384804446999477,0.0,5.019890382941036e-05,-2.090778387916677e-05,0.0,0.0,-1.5954696028762614e-05,0.0
