"","size","NA_pc","BHit_pc","BHit","BH_ali","BH_id","NA_pc_","Taxo_pc","Taxo","Taxo_ali","Taxo_id","Taxo_level","species","genus","family","order","class","phylum","superkingdom","size_annot","gp"
"msp_0425",2796,23.7,46.1,"Firmicutes bacterium CAG:114",89.1,82.9,23.7,51.8,"unclassified Firmicutes",86,82.4,"genus","unclassified Firmicutes","unclassified Firmicutes","unclassified Firmicutes","unclassified Firmicutes","unclassified Firmicutes","Firmicutes","Bacteria",2613,"msp_0425"
"msp_0426",2972,8.4,79.9,"Dialister sp. CAG:486",94.3,97.6,8.4,79.9,"Dialister sp. CAG:486",94.3,97.6,"species","Dialister sp. CAG:486","Dialister","Veillonellaceae","Veillonellales","Negativicutes","Firmicutes","Bacteria",2700,"msp_0426"
"msp_0427",2588,2.2,96.5,"Eubacterium sp. CAG:786",94.7,99.2,2.2,96.5,"Eubacterium sp. CAG:786",94.7,99.2,"species","Eubacterium sp. CAG:786","Eubacterium","Eubacteriaceae","Clostridiales","Clostridia","Firmicutes","Bacteria",2243,"msp_0427"
"msp_0428",3663,17.1,59.3,"Bacteroidales bacterium H5",99.2,99.4,17.1,59.3,"Bacteroidales bacterium H5",99.2,99.4,"species","Bacteroidales bacterium H5","unclassified Muribaculaceae","Muribaculaceae","Bacteroidales","Bacteroidia","Bacteroidetes","Bacteria",3663,"msp_0428"
"msp_0429",2858,2.4,93.1,"Alistipes timonensis JC136",99.3,99,2.4,93.1,"Alistipes timonensis",99.3,99,"species","Alistipes timonensis","Alistipes","Rikenellaceae","Bacteroidales","Bacteroidia","Bacteroidetes","Bacteria",1224,"msp_0429"
"msp_0430",2832,63,2.2,"Acidiphilium sp. CAG:727",46.1,75.6,NA,NA,NA,NA,NA,NA,"unclassified","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified",2541,"msp_0430"
"msp_0431",2917,10.6,78.8,"Eubacterium sp. CAG:274",96.7,98.4,10.6,78.8,"Eubacterium sp. CAG:274",96.7,98.4,"species","Eubacterium sp. CAG:274","Eubacterium","Eubacteriaceae","Clostridiales","Clostridia","Firmicutes","Bacteria",1052,"msp_0431"
"msp_0432",2913,53.1,4,"Blastocystis sp. ATCC 50177/Nand II",53,97.8,NA,NA,NA,NA,NA,NA,"unclassified","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified",2831,"msp_0432"
"msp_0433",3681,19.9,53.4,"Firmicutes bacterium CAG:882",84.1,80.8,19.9,53.4,"Firmicutes bacterium CAG:882",84.1,80.8,"genus","unclassified Firmicutes","unclassified Firmicutes","unclassified Firmicutes","unclassified Firmicutes","unclassified Firmicutes","Firmicutes","Bacteria",3114,"msp_0433"
"msp_0434",2561,42.4,11.8,"Ruminococcus sp. Zagget7",63.8,76.5,42.4,53.1,"Clostridiales",49,77.7,"order","unclassified Clostridiales","unclassified Clostridiales","unclassified Clostridiales","Clostridiales","Clostridia","Firmicutes","Bacteria",2341,"msp_0434"
"msp_0435",2407,7.8,72.4,"uncultured Oscillibacter sp. 2789STDY5834893",93.7,87.1,7.8,75.5,"Oscillibacter sp. KLE 1728 & KLE 1745 / Oscillospiraceae VE202-24",93.8,87.1,"genus","unclassified Oscillibacter","Oscillibacter","Oscillospiraceae","Clostridiales","Clostridia","Firmicutes","Bacteria",1707,"msp_0435"
"msp_0436",3192,2,93.4,"Blautia obeum ATCC 29174",98.2,98.5,2,95.9,"Blautia obeum",99.3,99.2,"species","Blautia obeum","Blautia","Lachnospiraceae","Clostridiales","Clostridia","Firmicutes","Bacteria",2920,"msp_0436"
"msp_0437c",2326,0,99.8,"Actinomyces sp. oral taxon 175 str. F0384",100,100,0,100,"Actinomyces oris",100,100,"species","Actinomyces oris","Actinomyces","Actinomycetaceae","Actinomycetales","Actinobacteria","Actinobacteria","Bacteria",2020,"msp_0437c"
"msp_0438",2669,6,78.6,"Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223",96.5,90.5,6.1,80,"Bacteroides massiliensis",96.7,90.5,"genus","unclassified Bacteroides","Bacteroides","Bacteroidaceae","Bacteroidales","Bacteroidia","Bacteroidetes","Bacteria",2042,"msp_0438"
"msp_0439",2942,12.7,58.5,"Alistipes shahii WAL 8301",90.1,91.8,12.7,61.3,"Alistipes shahii",90.6,91.8,"genus","unclassified Alistipes","Alistipes","Rikenellaceae","Bacteroidales","Bacteroidia","Bacteroidetes","Bacteria",1751,"msp_0439"
"msp_0440",2746,14.5,61.2,"Eubacterium ramulus 2789STDY5608891",86.7,84.3,14.5,64.5,"Eubacterium ramulus",86.4,84.4,"genus","unclassified Eubacterium","Eubacterium","Eubacteriaceae","Clostridiales","Clostridia","Firmicutes","Bacteria",1243,"msp_0440"
"msp_0441",3131,18.2,31.6,"Roseburia sp. CAG:197",78.2,79.4,18.2,60.9,"Roseburia",75.5,79.1,"genus","unclassified Roseburia","Roseburia","Lachnospiraceae","Clostridiales","Clostridia","Firmicutes","Bacteria",2657,"msp_0441"
"msp_0442",2481,15.3,37,"Flavonifractor sp. An10",90.7,83.2,15.3,61.4,"Flavonifractor",87.7,82.6,"genus","unclassified Flavonifractor","Flavonifractor","unclassified Clostridiales","Clostridiales","Clostridia","Firmicutes","Bacteria",2431,"msp_0442"
"msp_0443",3302,14.6,24.6,"Parabacteroides timonensis Marseille-P3236",84.7,78.3,14.7,65.4,"Parabacteroides",83.2,78.4,"genus","unclassified Parabacteroides","Parabacteroides","Porphyromonadaceae","Bacteroidales","Bacteroidia","Bacteroidetes","Bacteria",3258,"msp_0443"
"msp_0444",3284,16.2,64.5,"Eubacterium sp. CAG:786",85.5,83.6,16.2,64.5,"Eubacterium sp. CAG:786",85.5,83.6,"genus","unclassified Eubacterium","Eubacterium","Eubacteriaceae","Clostridiales","Clostridia","Firmicutes","Bacteria",2856,"msp_0444"
"msp_0445",2601,43.5,11.3,"Ruminococcus sp. Zagget7",69.7,76.2,43.5,51.4,"Clostridiales",51.1,78,"order","unclassified Clostridiales","unclassified Clostridiales","unclassified Clostridiales","Clostridiales","Clostridia","Firmicutes","Bacteria",2478,"msp_0445"
"msp_0446c",2552,0,99.9,"Oribacterium sinus F0268",100,100,0,99.9,"Oribacterium sinus",100,100,"species","Oribacterium sinus","Oribacterium","Lachnospiraceae","Clostridiales","Clostridia","Firmicutes","Bacteria",2552,"msp_0446c"
"msp_0447",2820,17.1,74,"Firmicutes bacterium CAG:272",91.5,98.8,17.1,74,"Firmicutes bacterium CAG:272",91.5,98.8,"species","Firmicutes bacterium CAG:272","unclassified Firmicutes","unclassified Firmicutes","unclassified Firmicutes","unclassified Firmicutes","Firmicutes","Bacteria",2761,"msp_0447"
"msp_0448",2483,43.6,1.5,"uncultured Ruminococcus sp. 2789STDY5882206",54.9,77.5,43.6,51.9,"Firmicutes",38.9,78.8,"phylum","unclassified Firmicutes","unclassified Firmicutes","unclassified Firmicutes","unclassified Firmicutes","unclassified Firmicutes","Firmicutes","Bacteria",2186,"msp_0448"
"msp_0449",2797,61.4,2.3,"Acidiphilium sp. CAG:727",44.4,76.7,NA,NA,NA,NA,NA,NA,"unclassified","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified",2653,"msp_0449"
"msp_0450",2677,27.8,42.3,"Butyricicoccus sp. BB10",84.2,79.9,27.8,51.8,"Clostridiaceae",79,79.6,"family","unclassified Clostridiaceae","unclassified Clostridiaceae","Clostridiaceae","Clostridiales","Clostridia","Firmicutes","Bacteria",2647,"msp_0450"
"msp_0451",2492,21,26.6,"Ruminococcus flavefaciens FD-1",77.4,80.2,21,63.4,"Ruminococcus flavefaciens",76.3,79.4,"genus","unclassified Ruminococcus","Ruminococcus","Ruminococcaceae","Clostridiales","Clostridia","Firmicutes","Bacteria",2352,"msp_0451"
"msp_0452",2874,14.4,64.9,"Clostridiales bacterium UBA738",89.9,92.5,14.4,64.9,"Clostridiales bacterium UBA738",89.9,92.5,"genus","unclassified Clostridiales","unclassified Clostridiales","unclassified Clostridiales","Clostridiales","Clostridia","Firmicutes","Bacteria",2734,"msp_0452"
"msp_0453",2504,16.4,53.6,"Firmicutes bacterium CAG:170",83.4,83,16.4,53.6,"Firmicutes bacterium CAG:170",83.4,83,"genus","unclassified Firmicutes","unclassified Firmicutes","unclassified Firmicutes","unclassified Firmicutes","unclassified Firmicutes","Firmicutes","Bacteria",2077,"msp_0453"
"msp_0454",2400,3.4,75.5,"uncultured Clostridium sp. 2789STDY5834954",95.4,85.5,3.4,77.7,"Clostridium saudiense",95.3,85.5,"genus","unclassified Clostridium","Clostridium","Clostridiaceae","Clostridiales","Clostridia","Firmicutes","Bacteria",1908,"msp_0454"
"msp_0455",2893,6,85.1,"Clostridium sp. CAG:306",95.2,97.9,6,89.2,"Candidatus Gastranaerophilales bacterium HUM_21 / Heliobacterium sp. N15.MGS-306 / Clostridium sp.  UNK.MGS-6 & K4410.MGS-306 & CAG:306",98.1,98.6,"species","Candidatus Gastranaerophilales bacterium HUM_21 / Heliobacterium sp. N15.MGS-306 / Clostridium sp.  UNK.MGS-6 & K4410.MGS-306 & CAG:306","Candidatus Gastranaerophilales","Candidatus Gastranaerophilales","Candidatus Gastranaerophilales","Candidatus Melainabacteria","Candidatus Melainabacteria","Bacteria",2799,"msp_0455"
"msp_0456",2700,13.8,59.6,"Gemmiger formicilis ATCC 27749",84.9,83,13.8,63.9,"Gemmiger formicilis",85.2,82.9,"genus","unclassified Gemmiger","Gemmiger","Ruminococcaceae","Clostridiales","Clostridia","Firmicutes","Bacteria",2210,"msp_0456"
"msp_0457",2661,2.8,91,"Faecalibacterium sp. CAG:82",96.4,98.5,2.8,91,"Faecalibacterium sp. CAG:82",96.4,98.5,"species","Faecalibacterium sp. CAG:82","Faecalibacterium","Ruminococcaceae","Clostridiales","Clostridia","Firmicutes","Bacteria",2169,"msp_0457"
"msp_0458",2466,6.7,80.7,"Catenibacterium mitsuokai DSM 15897",96.9,98,6.7,83.2,"Catenibacterium mitsuokai",96.9,98.1,"species","Catenibacterium mitsuokai","Catenibacterium","Erysipelotrichaceae","Erysipelotrichales","Erysipelotrichia","Firmicutes","Bacteria",405,"msp_0458"
"msp_0459",2656,16.8,20.7,"Roseburia hominis 2789STDY5608834",76.4,79,16.8,59.7,"Roseburia",72.5,79,"genus","unclassified Roseburia","Roseburia","Lachnospiraceae","Clostridiales","Clostridia","Firmicutes","Bacteria",2572,"msp_0459"
"msp_0460",2439,12.2,27.6,"Bacteroides timonensis AP1",90.1,90,12.4,83.6,"Bacteroides",87.6,88.2,"genus","unclassified Bacteroides","Bacteroides","Bacteroidaceae","Bacteroidales","Bacteroidia","Bacteroidetes","Bacteria",769,"msp_0460"
"msp_0461",2968,31.9,22.3,"Clostridiales bacterium UBA749",73.4,79.3,31.9,54.7,"Clostridiales",63.3,79,"order","unclassified Clostridiales","unclassified Clostridiales","unclassified Clostridiales","Clostridiales","Clostridia","Firmicutes","Bacteria",2748,"msp_0461"
"msp_0462",2988,25.1,40.3,"Clostridium sp. CAG:169",78.6,80.8,25.1,52.7,"unclassified Clostridiales",71.5,80.5,"family","unclassified Clostridiales","unclassified Clostridiales","unclassified Clostridiales","Clostridiales","Clostridia","Firmicutes","Bacteria",2774,"msp_0462"
"msp_0463",2651,6.6,85.2,"Clostridium sp. CAG:167",96,99.2,6.6,85.2,"Clostridium sp. CAG:167",96,99.2,"species","Clostridium sp. CAG:167","unclassified Clostridiales","unclassified Clostridiales","Clostridiales","Clostridia","Firmicutes","Bacteria",2548,"msp_0463"
"msp_0464",2489,14,59.3,"Eubacterium ramulus 2789STDY5608891",86.4,83.9,14,62.9,"Eubacterium ramulus",86.3,84,"genus","unclassified Eubacterium","Eubacterium","Eubacteriaceae","Clostridiales","Clostridia","Firmicutes","Bacteria",1515,"msp_0464"
"msp_0465",2640,40.9,47.3,"Verrucomicrobia bacterium CAG:312_58_20",80,78,40.9,51.8,"Verrucomicrobia",78.4,78.1,"phylum","unclassified Verrucomicrobia","unclassified Verrucomicrobia","unclassified Verrucomicrobia","unclassified Verrucomicrobia","unclassified Verrucomicrobia","Verrucomicrobia","Bacteria",1177,"msp_0465"
"msp_0466",3304,36.9,20.2,"Sutterella parvirubra YIT 11816",62.4,78,36.9,53.5,"Burkholderiales",58.1,78.8,"order","unclassified Burkholderiales","unclassified Burkholderiales","unclassified Burkholderiales","Burkholderiales","Betaproteobacteria","Proteobacteria","Bacteria",2330,"msp_0466"
"msp_0467",2531,4.4,90,"Firmicutes bacterium CAG:94",95.4,98.8,4.4,90,"Firmicutes bacterium CAG:94",95.4,98.8,"species","Firmicutes bacterium CAG:94","unclassified Firmicutes","unclassified Firmicutes","unclassified Firmicutes","unclassified Firmicutes","Firmicutes","Bacteria",2328,"msp_0467"
"msp_0468",2774,7.3,80.1,"uncultured Clostridium sp. 2789STDY5834935",97,98.2,7.3,87.1,"Firmicutes bacterium CAG:41 / Clostridium sp. 2789STDY5834935 & sp. 2789STDY5608853",97.1,98.1,"species","Firmicutes bacterium CAG:41 / Clostridium sp. 2789STDY5834935 & sp. 2789STDY5608853","unclassified Firmicutes","unclassified Firmicutes","unclassified Firmicutes","unclassified Firmicutes","Firmicutes","Bacteria",2699,"msp_0468"
"msp_0469c",2541,0,97.9,"Bifidobacterium scardovii 981_BLON",99.4,99.4,0,100,"Bifidobacterium scardovii",99.9,99.6,"species","Bifidobacterium scardovii","Bifidobacterium","Bifidobacteriaceae","Bifidobacteriales","Actinobacteria","Actinobacteria","Bacteria",2525,"msp_0469c"
"msp_0470",3092,25.9,10.3,"Paraprevotella clara CAG:116",67.9,78.3,26,50.4,"Bacteroides",56.2,77.9,"genus","unclassified Bacteroides","Bacteroides","Bacteroidaceae","Bacteroidales","Bacteroidia","Bacteroidetes","Bacteria",3013,"msp_0470"
"msp_0471",2433,26.4,19,"Pseudoflavonifractor sp. An187",79.9,80.5,26.4,56.9,"unclassified Clostridiales",70.6,79.4,"family","unclassified Clostridiales","unclassified Clostridiales","unclassified Clostridiales","Clostridiales","Clostridia","Firmicutes","Bacteria",2294,"msp_0471"
"msp_0472",2552,33.8,28.2,"Firmicutes bacterium CAG:145",76.4,77.9,33.8,63.5,"Firmicutes",60.8,78.3,"phylum","unclassified Firmicutes","unclassified Firmicutes","unclassified Firmicutes","unclassified Firmicutes","unclassified Firmicutes","Firmicutes","Bacteria",2433,"msp_0472"
"msp_0473c",2466,0,91.5,"uncultured Clostridium sp. 2789STDY5834874",99.6,98.4,0,98.8,"Clostridium sp. 2789STDY5834874 & sp. 2789STDY5608885",99.9,98.8,"species","Clostridium sp. 2789STDY5834874 & sp. 2789STDY5608885","unclassified Clostridiales","unclassified Clostridiales","Clostridiales","Clostridia","Firmicutes","Bacteria",2466,"msp_0473c"
"msp_0474",2595,1.6,97.1,"Dakarella massiliensis ND3",99.5,99.8,1.6,98,"Dakarella massiliensis",99.5,99.9,"species","Dakarella massiliensis","Dakarella","Sutterellaceae","Burkholderiales","Betaproteobacteria","Proteobacteria","Bacteria",1091,"msp_0474"
"msp_0475",2666,6.7,89,"Prevotella sp. CAG:891",95.6,98.9,6.7,89,"Prevotella sp. CAG:891",95.6,98.9,"species","Prevotella sp. CAG:891","Prevotella","Prevotellaceae","Bacteroidales","Bacteroidia","Bacteroidetes","Bacteria",2498,"msp_0475"
"msp_0476",2498,3.7,93.6,"Prevotella sp. CAG:485",97.1,99.6,3.7,93.6,"Prevotella sp. CAG:485",97.1,99.6,"species","Prevotella sp. CAG:485","Prevotella","Prevotellaceae","Bacteroidales","Bacteroidia","Bacteroidetes","Bacteria",2424,"msp_0476"
"msp_0477",2615,6.7,86.3,"Firmicutes bacterium CAG:83",94.7,97.7,6.7,86.3,"Firmicutes bacterium CAG:83",94.7,97.7,"species","Firmicutes bacterium CAG:83","unclassified Firmicutes","unclassified Firmicutes","unclassified Firmicutes","unclassified Firmicutes","Firmicutes","Bacteria",2374,"msp_0477"
"msp_0478",2501,1.4,95.7,"Clostridium phoceensis GD3",98.4,99.4,1.4,95.7,"Clostridium phoceensis",98.4,99.4,"species","Clostridium phoceensis","Clostridium","Clostridiaceae","Clostridiales","Clostridia","Firmicutes","Bacteria",2303,"msp_0478"
"msp_0479",2930,30.6,17.8,"uncultured Clostridium sp. 2789STDY5834903",74.4,78,30.6,50.2,"Erysipelotrichaceae",66,77.9,"family","unclassified Erysipelotrichaceae","unclassified Erysipelotrichaceae","Erysipelotrichaceae","Erysipelotrichales","Erysipelotrichia","Firmicutes","Bacteria",2826,"msp_0479"
"msp_0480",2638,20.1,38.2,"uncultured Clostridium sp. 2789STDY5834873",84,84.9,20.1,58.1,"unclassified Clostridiales",81.3,86.2,"genus","unclassified Clostridiales","unclassified Clostridiales","unclassified Clostridiales","Clostridiales","Clostridia","Firmicutes","Bacteria",1405,"msp_0480"
"msp_0481",2618,5.4,89.9,"Ruminococcus sp. CAG:579",96,98.4,5.4,89.9,"Ruminococcus sp. CAG:579",96,98.4,"species","Ruminococcus sp. CAG:579","Ruminococcus","Ruminococcaceae","Clostridiales","Clostridia","Firmicutes","Bacteria",2496,"msp_0481"
"msp_0482",2988,2.7,91.7,"Mitsuokella multacida DSM 20544",98.4,97.3,2.7,91.7,"Mitsuokella multacida",98.4,97.3,"species","Mitsuokella multacida","Mitsuokella","Selenomonadaceae","Selenomonadales","Negativicutes","Firmicutes","Bacteria",2542,"msp_0482"
"msp_0483",2483,0.7,98.6,"Veillonella sp. CAG:933",99,100,0.7,98.6,"Veillonella sp. CAG:933",99,100,"species","Veillonella sp. CAG:933","Veillonella","Veillonellaceae","Veillonellales","Negativicutes","Firmicutes","Bacteria",2150,"msp_0483"
"msp_0484",2939,8.8,64,"Faecalibacterium cf. prausnitzii KLE1255",87.4,85.2,8.9,66.3,"Faecalibacterium prausnitzii 4 (cf. KLE1255)",87.5,85.2,"genus","unclassified Faecalibacterium","Faecalibacterium","Ruminococcaceae","Clostridiales","Clostridia","Firmicutes","Bacteria",1946,"msp_0484"
"msp_0485",2837,5.2,60.1,"Bacteroides sp. 44_46",95.8,87.7,5.3,66.9,"Bacteroides clarus",95.9,87.7,"genus","unclassified Bacteroides","Bacteroides","Bacteroidaceae","Bacteroidales","Bacteroidia","Bacteroidetes","Bacteria",2218,"msp_0485"
"msp_0486",2533,0,59.2,"Lactococcus lactis Olga-2",99.3,99.5,0,99.1,"Lactococcus lactis subsp. lactis",99.8,99.9,"species","Lactococcus lactis subsp. lactis","Lactococcus","Streptococcaceae","Lactobacillales","Bacilli","Firmicutes","Bacteria",2331,"msp_0486"
"msp_0487",2387,30.6,12.8,"Firmicutes bacterium CAG:103",64.2,77.4,30.6,53.1,"Clostridiales",53.7,78.3,"order","unclassified Clostridiales","unclassified Clostridiales","unclassified Clostridiales","Clostridiales","Clostridia","Firmicutes","Bacteria",2090,"msp_0487"
"msp_0488",2897,4.7,87.5,"Acidaminococcus massiliensis Marseille-P2828",98.6,98.5,4.8,87.5,"Acidaminococcus massiliensis",98.6,98.5,"species","Acidaminococcus massiliensis","Acidaminococcus","Acidaminococcaceae","Acidaminococcales","Negativicutes","Firmicutes","Bacteria",2264,"msp_0488"
"msp_0489",2620,4.9,68.8,"Blautia sp. CAG:237",94.4,85.3,4.9,68.8,"Blautia sp. CAG:237",94.4,85.3,"genus","unclassified Blautia","Blautia","Lachnospiraceae","Clostridiales","Clostridia","Firmicutes","Bacteria",2153,"msp_0489"
"msp_0490",2928,47.2,5.9,"Angelakisella massiliensis Marseille-P3217",53.2,78.3,NA,NA,NA,NA,NA,NA,"unclassified","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified",2367,"msp_0490"
"msp_0491",2521,25.1,59.5,"Anaerotruncus sp. CAG:390",82.7,81.2,25.1,59.5,"Anaerotruncus sp. CAG:390",82.7,81.2,"genus","unclassified Anaerotruncus","Anaerotruncus","Ruminococcaceae","Clostridiales","Clostridia","Firmicutes","Bacteria",2444,"msp_0491"
"msp_0492",2792,6.2,77.4,"Ruminococcaceae bacterium D16",96.8,88.1,6.2,77.4,"Ruminococcaceae bacterium D16",96.8,88.1,"genus","unclassified Ruminococcaceae","unclassified Ruminococcaceae","Ruminococcaceae","Clostridiales","Clostridia","Firmicutes","Bacteria",1872,"msp_0492"
"msp_0493",2725,2,92.4,"uncultured Eubacterium sp. 2789STDY5608818",98,99,2,94.2,"Eubacterium sp. CAG:603 & sp.  2789STDY5608818",98.6,99.2,"species","Eubacterium sp. CAG:603 & sp.  2789STDY5608818","Eubacterium","Eubacteriaceae","Clostridiales","Clostridia","Firmicutes","Bacteria",2569,"msp_0493"
"msp_0494",2481,46.9,4.6,"Clostridium sp. CAG:1024",58.6,78.5,NA,NA,NA,NA,NA,NA,"unclassified","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified",2423,"msp_0494"
"msp_0495",2542,22.9,19.5,"Paraprevotella xylaniphila YIT 11841",75.7,77.4,22.9,56,"Bacteroides",58.3,77.2,"genus","unclassified Bacteroides","Bacteroides","Bacteroidaceae","Bacteroidales","Bacteroidia","Bacteroidetes","Bacteria",2510,"msp_0495"
"msp_0496",2546,20.1,19.9,"Eubacterium sp. CAG:252",71.2,78.2,20.1,51.8,"Eubacterium",66.3,78.2,"genus","unclassified Eubacterium","Eubacterium","Eubacteriaceae","Clostridiales","Clostridia","Firmicutes","Bacteria",2370,"msp_0496"
"msp_0497",2956,0,71.4,"Enterococcus faecalis ST55:12",100,100,0,100,"Enterococcus faecalis",100,100,"species","Enterococcus faecalis","Enterococcus","Enterococcaceae","Lactobacillales","Bacilli","Firmicutes","Bacteria",2821,"msp_0497"
"msp_0498",2731,5.3,90.4,"Ruminococcus sp. CAG:488",97.1,98.3,5.3,90.4,"Ruminococcus sp. CAG:488",97.1,98.3,"species","Ruminococcus sp. CAG:488","Ruminococcus","Ruminococcaceae","Clostridiales","Clostridia","Firmicutes","Bacteria",1539,"msp_0498"
"msp_0499",2770,6.3,88.1,"Clostridium sp. CAG:590",96.9,99.1,6.3,88.1,"Clostridium sp. CAG:590",96.9,99.1,"species","Clostridium sp. CAG:590","unclassified Clostridiales","unclassified Clostridiales","Clostridiales","Clostridia","Firmicutes","Bacteria",2702,"msp_0499"
"msp_0500",2779,39.4,12,"Merdibacter massiliensis Marseille-P3254",69.9,77.4,39.4,53.5,"Firmicutes",50.4,78.9,"phylum","unclassified Firmicutes","unclassified Firmicutes","unclassified Firmicutes","unclassified Firmicutes","unclassified Firmicutes","Firmicutes","Bacteria",2406,"msp_0500"
"msp_0501",2347,1.1,90.7,"Megasphaera elsdenii J1",97.4,98,1.1,98.5,"Megasphaera elsdenii",99.4,99.2,"species","Megasphaera elsdenii","Megasphaera","Veillonellaceae","Veillonellales","Negativicutes","Firmicutes","Bacteria",846,"msp_0501"
